sample_uid,gt_x_m,gt_y_m,gt_heading_deg,observation_count,success,failure_reason,estimated_x_m,estimated_y_m,estimated_heading_deg,position_error_m,signed_heading_error_deg,abs_heading_error_deg,within_5cm,within_10cm,within_20cm,within_5deg,within_10deg,within_20deg,within_10cm_10deg,within_20cm_20deg,iterations,runtime_ms,objective_value,tag_count_input,tag_count_used,tag_count_rejected,tags_input,tags_used,tags_rejected
main29_s025,8.0,4.0,310.0,4,True,,7.990731576362204,4.038312632234476,310.0305807903314,0.039417781082448575,0.030580790331384833,0.030580790331384833,True,True,True,True,True,True,True,True,57,8.219300001655938,2.5680472975093154,4,4,0,53;55;56;33,53;55;56;33,
main29_s026,9.0,1.0,45.0,3,True,,8.964032141674464,1.012785085423703,45.83249812994714,0.038172571852276786,0.8324981299471403,0.8324981299471403,True,True,True,True,True,True,True,True,96,12.742599999910453,3.0141252722826444,3,3,0,31;55;56,31;55;56,
main29_s027,9.0,2.0,85.0,3,True,,9.000209207489853,2.0390002404315424,88.34204872648672,0.039000801549351816,3.3420487264867234,3.3420487264867234,True,True,True,True,True,True,True,True,66,8.355999998457264,1.7058506921205432,3,3,0,31;32;33,31;32;33,
main29_s028,9.0,3.0,295.0,4,True,,8.967090189479455,2.9975906702119155,293.6850564085652,0.03299788627360735,-1.314943591434826,1.314943591434826,True,True,True,True,True,True,True,True,58,8.370999999897322,2.5066410492344655,4,4,0,53;54;55;32,53;54;55;32,
main29_s029,9.0,4.0,245.0,5,True,,9.039724701215503,4.031431217897485,246.20693139799928,0.05065543746904371,1.2069313979992842,1.2069313979992842,False,True,True,True,True,True,True,True,61,8.81449999724282,6.411772352383088,5,5,0,49;50;51;53;58,49;50;51;53;58,
repeat10_s001,2.0,1.0,60.0,4,True,,1.974212351527914,1.0208303362737317,60.52277629334132,0.03314974695222608,0.5227762933413374,0.5227762933413374,True,True,True,True,True,True,True,True,70,9.08049999998184,2.2744439973070607,4,4,0,37;38;39;45,37;38;39;45,
repeat10_s002,2.0,4.0,290.0,5,True,,2.005049700088603,3.9766920347281416,288.33967456677453,0.02384870470484711,-1.6603254332254664,1.6603254332254664,True,True,True,True,True,True,True,True,64,9.660499999881722,1.5646557792489704,5,5,0,45;46;47;48;39,45;46;47;48;39,
repeat10_s003,4.0,3.0,250.0,4,True,,3.935941745945589,2.972422647328055,251.46443581833188,0.06974217011889072,1.4644358183318786,1.4644358183318786,False,True,True,True,True,True,True,True,60,8.005899999261601,1.8262828676697536,4,4,0,45;46;48;35,45;46;48;35,
repeat10_s004,4.0,4.0,220.0,5,True,,4.040254237708333,3.9722296895595792,218.41860878796498,0.04890392413126296,-1.5813912120350153,1.5813912120350153,True,True,True,True,True,True,True,True,60,9.139699999650475,3.6456612970781572,5,5,0,42;43;45;46;35,42;43;45;46;35,
repeat10_s005,5.0,1.0,115.0,7,True,,4.938445732363614,1.041209871090881,115.5628910831867,0.07407551106525607,0.5628910831866847,0.5628910831866847,False,True,True,True,True,True,True,True,72,12.082399996870663,8.655447552486788,7,7,0,36;37;38;39;40;41;49,36;37;38;39;40;41;49,
repeat10_s006,5.0,2.0,115.0,6,True,,4.936602057066916,2.0120912848626835,114.74012663882601,0.06454067196564585,-0.2598733611739874,0.2598733611739874,False,True,True,True,True,True,True,True,60,9.573600000294391,5.581789880864176,6,6,0,36;37;38;39;40;49,36;37;38;39;40;49,
repeat10_s007,6.0,2.0,65.0,5,True,,6.036481887331595,2.003903325475907,64.89398741534171,0.03669010838149788,-0.10601258465828778,0.10601258465828778,True,True,True,True,True,True,True,True,108,15.294400000129826,3.9798417372738513,5,5,0,32;33;34;35;58,32;33;34;35;58,
repeat10_s008,6.0,4.0,260.0,6,True,,6.0078987116987115,3.9849048315027202,260.6368224251913,0.017036835341712644,0.6368224251913261,0.6368224251913261,True,True,True,True,True,True,True,True,60,8.95709999895189,2.72047290791766,6,6,0,47;48;49;50;51;34,47;48;49;50;51;34,
repeat10_s009,7.0,1.0,25.0,4,True,,7.050550700286978,0.9912278681344756,25.187204598896816,0.051306175037416614,0.1872045988968125,0.1872045988968125,False,True,True,True,True,True,True,True,85,12.212000001454726,2.7190797374873443,4,4,0,31;55;56;57,31;55;56;57,
repeat10_s010,9.0,4.0,245.0,5,True,,9.011569680083852,3.979006075164711,244.39188232167538,0.02397086517488365,-0.6081176783246178,0.6081176783246178,True,True,True,True,True,True,True,True,67,9.493199999269564,5.615582019514488,5,5,0,50;51;52;53;58,50;51;52;53;58,
